permitnumber,year,permitvalidfrom,permitvalidto,loaddescription,state,origin,destination,authorizedhighways,route_location_origin,route_intersection_origin,route_intersection_origin_x_coords,route_intersection_origin_y_coords,route_intersection_1,route_intersection_1_x_coords,route_intersection_1_y_coords,route_intersection_2,route_intersection_2_x_coords,route_intersection_2_y_coords,route_intersection_3,route_intersection_3_x_coords,route_intersection_3_y_coords,route_intersection_4,route_intersection_4_x_coords,route_intersection_4_y_coords,route_intersection_5,route_intersection_5_x_coords,route_intersection_5_y_coords,route_intersection_6,route_intersection_6_x_coords,route_intersection_6_y_coords,route_intersection_7,route_intersection_7_x_coords,route_intersection_7_y_coords,route_intersection_8,route_intersection_8_x_coords,route_intersection_8_y_coords,route_intersection_9,route_intersection_9_x_coords,route_intersection_9_y_coords,route_intersection_10,route_intersection_10_x_coords,route_intersection_10_y_coords,route_intersection_11,route_intersection_11_x_coords,route_intersection_11_y_coords,route_intersection_12,route_intersection_12_x_coords,route_intersection_12_y_coords,route_intersection_13,route_intersection_13_x_coords,route_intersection_13_y_coords,route_intersection_14,route_intersection_14_x_coords,route_intersection_14_y_coords,route_intersection_15,route_intersection_15_x_coords,route_intersection_15_y_coords,route_intersection_16,route_intersection_16_x_coords,route_intersection_16_y_coords,route_intersection_17,route_intersection_17_x_coords,route_intersection_17_y_coords,route_intersection_18,route_intersection_18_x_coords,route_intersection_18_y_coords,route_intersection_19,route_intersection_19_x_coords,route_intersection_19_y_coords,route_intersection_20,route_intersection_20_x_coords,route_intersection_20_y_coords,route_intersection_21,route_intersection_21_x_coords,route_intersection_21_y_coords,route_intersection_22,route_intersection_22_x_coords,route_intersection_22_y_coords,route_intersection_23,route_intersection_23_x_coords,route_intersection_23_y_coords
e24-000989,2024,01/07/2024,01/13/2024,90 TON RT CRANE,California,Lemoore,Bloomington,* from lemoore naval air base - 198e - 099s - 058e - 395s - 015s - 010e - to sierra ave exit (sierra ave s/b off ramp exit number 64) *,"lemoore naval air base Lemoore, California",lemoore naval air base and SR-198,-119.8960744,36.2554875,SR-99 AND SR-198,-119.407849,36.327400,SR-58 AND SR-99,-119.0395304,35.3526592,SR-58 AND US-395,-117.542579,34.996049,I-15 AND US-395,-117.401725,34.399341,I-10 AND I-15,-117.544920,34.067352,I-10 AND SIERRA AVE  (SIERRA AVE S/B OFF RAMP  NUMBER 64),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e24-000967,2024,01/07/2024,01/13/2024,EMPTY STEEL TANK,California,Wilmington,San Pedro,* john s gibson blvd uc under rte 110 * * from harbor blvd e/b on ramp - 047n - to navy way exit (navy way) *,"harbor blvd Wilmington, California",harbor blvd and SR-47,-118.2810472,33.7495371,SR-47 AND NAVY WAY  (NAVY WAY),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e24-000618,2024,01/04/2024,01/10/2024,EMPTY WATER TANK,California,Oroville,Tipton,* from georgia pacific way/pacific hts rd - 070e - 149n - 099s - 005s - 004e - 099s - to atwater-merced expwy exit (atwater-merced expwy e/b off ramp exit number 193) *buhach rd oc over99* gurr rd across 140 * mission ave across 59** from mission ave e/b on ramp - 099s - to ave 120 exit (ave 120 e/b off ramp) *,"georgia pacific way Oroville, California",georgia pacific way and SR-70,-121.575675,39.4773978,SR-70 AND SR-149,-121.621564,39.583356,SR-99 AND SR-149,,,I-5 AND SR-99,-121.540221,38.669260,SR-4 AND I-5,-121.300591,37.948246,SR-4 AND SR-99,-121.235285,37.943993,SR-99 AND ATWATER,,,ATWATER AND MERCED EXPWY  (ATWATER,,,MERCED EXPWY  (ATWATER AND MERCED EXPWY E/B OFF RAMP  NUMBER 193) *BUHACH RD OC OVER99* GURR RD ACROSS 140 * MISSION AVE ACROSS 59** FROM MISSION AVE E/B ON RAMP,,,MERCED EXPWY E/B OFF RAMP  NUMBER 193) *BUHACH RD OC OVER99* GURR RD ACROSS 140 * MISSION AVE ACROSS 59** FROM MISSION AVE E/B ON RAMP AND SR-99,,,SR-99 AND AVE 120  (AVE 120 E/B OFF RAMP),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e24-000968,2024,01/07/2024,01/13/2024,Linkbelt 160T RT CRANE,California,Ontario,Calipatria,* from vineyard ave s/b on ramp - 060e - 015n - 010e - to rancho ave exit (rancho ave n/b off ramp) ** from 9th st s/b on ramp - 010e - 086s - 111s - to sinclair rd exit (sinclair rd) *,"vineyard ave Ontario, California",vineyard ave and SR-60,-117.6110027,34.0305216,I-15 AND SR-60,-117.550268,34.021768,I-10 AND I-15,-117.544920,34.067352,I-10 AND RANCHO AVE  (RANCHO AVE N/B OFF RAMP) ** FROM 9TH ST S/B ON RAMP,,,RANCHO AVE  (RANCHO AVE N/B OFF RAMP) ** FROM 9TH ST S/B ON RAMP AND I-10,,,I-10 AND SR-86,-116.1932279,33.7178667,SR-86 AND SR-111,-115.559385,33.000198,SR-111 AND SINCLAIR RD  (SINCLAIR RD),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e24-000969,2024,01/07/2024,01/13/2024,CRUSHER,California,Corona,Acton,* from limonite ave e/b on ramp - 15n - 395n - 18w - 138w - to pearblossom highway/avenue `t` exit (pearblossom highway/avenue 't') *,"limonite ave Corona, California",limonite ave and I-15,-117.548846,33.9752044,I-15 AND US-395,-117.401725,34.399341,SR-18 AND US-395,-117.399583,34.506690,SR-18 AND SR-138,-117.289797,34.227983,SR-138 AND PEARBLOSSOM HIGHWAY/AVENUE `T`  (PEARBLOSSOM HIGHWAY/AVENUE 'T'),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e24-000606,2024,01/05/2024,01/11/2024,UNLADEN,California,Fenner,Az State Line,* from goffs rd n/b on ramp - 040e - 095s - 062e - to az line 62 exit *,"goffs rd Fenner, California",goffs rd and I-40,-115.1902987,34.8121345,I-40 AND US-95,-114.5969206,34.8240555,SR-62 AND US-95,-114.574251,34.188511,SR-62 AND AZ LINE 62,-114.2993208,34.1596529,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e24-000958,2024,01/07/2024,01/13/2024,VOLVO 480 EXCAVATOR W/ ATTACHMENT DETACHED AND RELOADED,California,Anaheim,Los Angeles,* from katella ave w/b on ramp - 057s - 022w - 405n - 605n - 105w - to imperial hwy exit (imperial hwy) *,"katella ave Anaheim, California",katella ave and SR-57,-117.8802152,33.806085,SR-22 AND SR-57,-117.879541,33.781431,SR-22 AND I-405,-118.085186,33.774544,I-405 AND I-605,-118.0938338,33.7863509,I-105 AND I-605,-118.1048384,33.9139358,I-105 AND SR-99  (SR-99),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e24-000972,2024,01/06/2024,01/12/2024,MACHINING CENTER,California,Fremont,San Diego,* from fremont blvd w/b on ramp - 880s - 101s - 25s - 156e - 152e - 99s - 58e - 395s - 15s - 805s - 905e - to siempre viva rd exit (siempre viva rd s/b off ramp exit 9) *,"fremont blvd Fremont, California",fremont blvd and I-880,-121.9486033,37.4926678,US-101 AND I-880,-121.901850,37.364156,SR-25 AND US-101,-121.5510535,36.9611334,SR-25 AND SR-156,-121.4272778,36.8954298,SR-152 AND SR-156,-121.383513,36.968183,SR-99 AND SR-152,-120.209553,37.084135,SR-58 AND SR-99,-119.0395304,35.3526592,SR-58 AND US-395,-117.542579,34.996049,I-15 AND US-395,-117.401725,34.399341,I-15 AND I-805,-117.114120,32.738542,I-805 AND SR-905,-117.0406132,32.5681478,SR-905 AND SIEMPRE VIVA RD  (SIEMPRE VIVA RD S/B OFF RAMP  9),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e24-000973,2024,01/06/2024,01/12/2024,EXTRRME FORKLIFT,California,Porterville,Porterville,* from worth rd/rd 284 - 190e - to rd 320/rd m176/river island exit (rd 320/rd m176/river island rd) *,"worth rd Porterville, California",worth rd and SR-190,-118.9371633,36.0525608,SR-190 AND RD 320/RD M176/RIVER ISLAND  (RD 320/RD M176/RIVER ISLAND RD),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e24-000971,2024,01/06/2024,01/12/2024,INDUSTRAIL HOPPER,California,Industry,Lindsay,* from 7th ave s/b on ramp - 060w - 605n - 210w - 005n - 099n - 137e - 065s - to ave 224 exit (ave 224/lindmore st) *,"7th ave Industry, California",7th ave and SR-60,-117.9881563,34.0194698,SR-60 AND I-605,-118.0272198,34.0339903,SR-210 AND I-605,-117.957446,34.134298,I-5 AND SR-210,-118.4903133,34.3159777,I-5 AND SR-99,-121.540221,38.669260,SR-99 AND SR-137,-119.328591,36.210577,SR-65 AND SR-137,-119.136178,36.210821,SR-65 AND AVE 224  (AVE 224/LINDMORE ST),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e24-000978,2024,01/07/2024,01/13/2024,POOLS (3) NESTED,California,Williams,Nv Line,* from husted rd w/b on ramp - 5s - 80e - to nv line 80 exit *,"husted rd Williams, California",husted rd and I-5,-122.1328074,39.128814,I-5 AND I-80,-121.5171204,38.6248864,I-80 AND NV LINE 80,-120.0029996,39.4680353,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e24-000975,2024,01/07/2024,01/13/2024,POOLS (3) NESTED,California,Williams,Nv Line,* from husted rd w/b on ramp - 5s - 152e - 99s - 58e - 15n - to nv line 15 exit *,"husted rd Williams, California",husted rd and I-5,-122.1328074,39.128814,I-5 AND SR-152,-120.9698301,37.0566575,SR-99 AND SR-152,-120.209553,37.084135,SR-58 AND SR-99,-119.0395304,35.3526592,I-15 AND SR-58,-117.076548,34.870725,I-15 AND NV LINE 15,-115.392266,35.6048034,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e24-000976,2024,01/06/2024,01/12/2024,UNLADEN BOAT TRAILER,California,Newport Beach/2200 West Coast Hwy,Oregon Line/5,* from dover dr - 001n - to costa mesa/ rte 55 north exit (old newport blvd ) ** from old newport blvd - 055n - 091e - 015n - 395n - 058w - 099n - 152w - 005n - to or line 5 exit *,"dover dr Newport Beach/2200 West Coast Hwy, California",dover dr and SR-1,-117.9072028,33.6162325,SR-1 AND COSTA MESA/ RTE 55 NORTH  (OLD NEWPORT BLVD ) ** FROM OLD NEWPORT BLVD,,,COSTA MESA/ RTE 55 NORTH  (OLD NEWPORT BLVD ) ** FROM OLD NEWPORT BLVD AND SR-55,,,SR-55 AND SR-91,-117.828515,33.844113,I-15 AND SR-91,-117.547322,33.881866,I-15 AND US-395,-117.401725,34.399341,SR-58 AND US-395,-117.542579,34.996049,SR-58 AND SR-99,-119.0395304,35.3526592,SR-99 AND SR-152,-120.209553,37.084135,I-5 AND SR-152,-120.9698301,37.0566575,I-5 AND OR LINE 5,-122.6154437,42.0053409,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e24-000626,2024,01/04/2024,01/10/2024,DRILL RIG,California,Or Line 5,Sacramento,* from or line 5 - 5s to rte 3/yreka/montague exit (montague rd over rte 3 w/b off ramp exit number 776) - detour via ramps - from montague rd over rte 3 e/b on ramp - 5s to red bluff exit(red bluff w/b off ramp exit # 651) * from main st(north) @ beegum rd - 36e to oak st exit * from south main st e/b on ramp - 5s - 80e to watt ave s/b off ramp exit # 94a *,"or line Or Line 5, California",I-5 and Oregon Line,-122.6154688,42.0053774,I-5 AND DETOUR VIA RAMPS,,,DETOUR VIA RAMPS AND MONTAGUE RD OVER RTE 3 E/B ON RAMP,,,MONTAGUE RD OVER RTE 3 E/B ON RAMP AND I-5,,,I-5 AND SR-36,-122.225192,40.180686,I-5 AND SR-36,-122.225192,40.180686,I-5 AND I-80,-121.5171204,38.6248864,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e24-000617,2024,01/07/2024,01/13/2024,UNLADEN 9 AXLE              HATTONBP11,California,Malibu,Hayward,* from paradise cove rd - 001n - to rice ave exit (rice ave) ** from rice ave e/b on ramp - 101n - to victoria ave exit (victoria ave e/b off ramp) ** from victoria ave n/b on ramp - 126e - 005n - 580w - 238n - to hesperian blvd exit (hesperian blvd w/b off ramp) *hesperian blvd under 880* from grant ave e/b on ramp - 880s - to winton ave exit (winton ave w/b off ramp) *,"paradise cove rd Malibu, California",paradise cove rd and SR-1,-118.7867033,34.0240839,SR-1 AND RICE AVE  (RICE AVE) ** FROM RICE AVE E/B ON RAMP,,,RICE AVE  (RICE AVE) ** FROM RICE AVE E/B ON RAMP AND US-101,,,US-101 AND VICTORIA AVE  (VICTORIA AVE E/B OFF RAMP) ** FROM VICTORIA AVE N/B ON RAMP,,,VICTORIA AVE  (VICTORIA AVE E/B OFF RAMP) ** FROM VICTORIA AVE N/B ON RAMP AND SR-126,,,I-5 AND SR-126,-118.6055142,34.4431988,I-5 AND I-580,-121.340756,37.596558,SR-238 AND I-580,-122.097650,37.690007,SR-238 AND HESPERIAN BLVD  (HESPERIAN BLVD W/B OFF RAMP) *HESPERIAN BLVD UNDER 880* FROM GRANT AVE E/B ON RAMP,,,HESPERIAN BLVD  (HESPERIAN BLVD W/B OFF RAMP) *HESPERIAN BLVD UNDER 880* FROM GRANT AVE E/B ON RAMP AND I-880,,,I-880 AND WINTON AVE  (WINTON AVE W/B OFF RAMP),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e24-000616,2024,01/07/2024,01/13/2024,LIEBHERR LPM 122015 CRANE                      C-265 9 AXLE              HATTONBP11,California,Hayward,Malibu,* from winton ave w/b on ramp - 880n - to hesperian blvd exit (hesperian blvd e/b off ramp) ** from hesperian blvd e/b on ramp - 238s - 580e - 005s - to patterson exit (sperry ave e/b off ramp exit number 434) ** from sperry ave - 033s - 140w - 005s - to templin highway exit (templin highway w/b off ramp exit number 183)-detour via ramps-from templin highway e/b on ramp - 005s - 126w - to victoria ave exit (victoria ave s/b off ramp) ** from victoria ave w/b on ramp - 101s - to rice ave exit (rice ave w/b off ramp exit number 60) ** from rice ave - 001s - to paradise cove rd exit (paradise cove rd) *,"winton ave Hayward, California",winton ave and I-880,-122.1014884,37.6564226,I-880 AND HESPERIAN BLVD  (HESPERIAN BLVD E/B OFF RAMP) ** FROM HESPERIAN BLVD E/B ON RAMP,,,HESPERIAN BLVD  (HESPERIAN BLVD E/B OFF RAMP) ** FROM HESPERIAN BLVD E/B ON RAMP AND SR-238,,,SR-238 AND I-580,-122.097650,37.690007,I-5 AND I-580,-121.340756,37.596558,I-5 AND PATTERSON  (SPERRY AVE E/B OFF RAMP  NUMBER 434) ** FROM SPERRY AVE,,,PATTERSON  (SPERRY AVE E/B OFF RAMP  NUMBER 434) ** FROM SPERRY AVE AND SR-33,,,SR-33 AND SR-140,-120.999742,37.260153,I-5 AND SR-140,-121.0889606,37.2461183,I-5 AND TEMPLIN HIGHWAY  (TEMPLIN HIGHWAY W/B OFF RAMP  NUMBER 183),,,TEMPLIN HIGHWAY  (TEMPLIN HIGHWAY W/B OFF RAMP  NUMBER 183) AND DETOUR VIA RAMPS,,,DETOUR VIA RAMPS AND TEMPLIN HIGHWAY E/B ON RAMP,,,TEMPLIN HIGHWAY E/B ON RAMP AND I-5,,,I-5 AND SR-126,-118.6055142,34.4431988,SR-126 AND VICTORIA AVE  (VICTORIA AVE S/B OFF RAMP) ** FROM VICTORIA AVE W/B ON RAMP,,,VICTORIA AVE  (VICTORIA AVE S/B OFF RAMP) ** FROM VICTORIA AVE W/B ON RAMP AND US-101,,,US-101 AND RICE AVE  (RICE AVE W/B OFF RAMP  NUMBER 60) ** FROM RICE AVE,,,RICE AVE  (RICE AVE W/B OFF RAMP  NUMBER 60) ** FROM RICE AVE AND SR-1,,,SR-1 AND PARADISE COVE RD  (PARADISE COVE RD),,,,,,,,,,,,,,,,,
e24-000984,2024,01/06/2024,01/12/2024,CAT 548 PROCESSOR,California,Redding,Sims,* from caterpillar rd - 273n - 005n - to sims rd exit (sims rd e/b off ramp exit number 718) *,"caterpillar rd Redding, California",caterpillar rd and SR-273,-122.3709119,40.625427,I-5 AND SR-273,-122.368705,40.630541,I-5 AND SIMS RD  (SIMS RD E/B OFF RAMP  NUMBER 718),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e24-000977,2024,01/07/2024,01/13/2024,BART CAR,California,Hayward,Oakland,* from industrial parkway w/b on ramp - 880n - to embarcadero exit (embarcadero w/b off ramp exit number 40) *,"industrial parkway Hayward, California",industrial parkway and I-880,-122.0743806,37.6175391,I-880 AND EMBARCADERO  (EMBARCADERO W/B OFF RAMP  NUMBER 40),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e24-000982,2024,01/06/2024,01/12/2024,AC UNIT,California,Or Line 97,Pleasanton,* from or line 97 - 97s - 5s - 205w - 580w - to santa rita rd exit (santa rita rd s/b off ramp exit 47) *,"or line Or Line 97, California",US-97 and Oregon Line,-121.8892113,42.0032008,I-5 AND US-97,-122.3825292,41.41573,I-5 AND I-205,-121.3212098,37.7747996,I-205 AND I-580,-121.566683,37.742415,I-580 AND SANTA RITA RD  (SANTA RITA RD S/B OFF RAMP  47),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e24-000981,2024,01/06/2024,01/12/2024,AC UNIT,California,Or Line 97,Pleasanton,* from or line 97 - 97s - 5s - 205w - 580w - to santa rita rd exit (santa rita rd s/b off ramp exit 47) *,"or line Or Line 97, California",US-97 and Oregon Line,-121.8892113,42.0032008,I-5 AND US-97,-122.3825292,41.41573,I-5 AND I-205,-121.3212098,37.7747996,I-205 AND I-580,-121.566683,37.742415,I-580 AND SANTA RITA RD  (SANTA RITA RD S/B OFF RAMP  47),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e24-000613,2024,01/04/2024,01/10/2024,Cat 938M Loader,California,"Whittier, Ca",Arizona Border,* from rose hills rd e/b on ramp - 605n - 060e - 215s - 060e - 010e - 062e - to az line 62 exit *,"rose hills rd Whittier, Ca, California",rose hills rd and I-605,-118.0528417,34.0179783,SR-60 AND I-605,-118.0272198,34.0339903,SR-60 AND I-215,-117.357307,33.993341,SR-60 AND I-215,-117.357307,33.993341,I-10 AND SR-60,-116.989441,33.932887,I-10 AND SR-62,-116.604714,33.915269,SR-62 AND AZ LINE 62,-114.2993208,34.1596529,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e24-000983,2024,01/06/2024,01/12/2024,EMPTY STEEL TANK,California,Az Line,El Segundo,* from az line 10 - 010w - 605s - 105w - 001s - to el segundo blvd exit (el segundo blvd) *,"az line Az Line, California",I-10 and Arizona Line,-114.5309445,33.6047557,I-10 AND I-605,-118.0000932,34.0650647,I-105 AND I-605,-118.1048384,33.9139358,SR-1 AND I-105,-118.396097,33.931459,SR-1 AND EL SEGUNDO BLVD  (EL SEGUNDO BLVD),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e24-000985,2024,01/07/2024,01/13/2024,1 AIRBUS A332 HELICOPTER,California,"614 Terminal Way, San Pedro, Ca",Or Line @ I-5,* from ferry st/seaside ave w/b on ramp - 47s - 110n - 405n - 5n - to or line 5 exit *,"ferry st 614 Terminal Way, San Pedro, Ca, California",ferry st and SR-47,-118.2627421,33.7483255,SR-47 AND SR-110,-118.2907046,33.7492427,SR-110 AND I-405,-118.284690,33.856914,I-5 AND I-405,-117.731998,33.640746,I-5 AND OR LINE 5,-122.6154437,42.0053409,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e24-000986,2024,01/07/2024,01/13/2024,MOBILE OFFICE,California,Hayward,Vacaville,* from clawiter rd s/b on ramp - 092e - 880n - 238s - 580e - 680n - 780w - 080e - 505n - to vaca valley parkway exit (vaca valley parkway w/b off ramp) *,"clawiter rd Hayward, California",clawiter rd and SR-92,-122.1209303,37.628221,SR-92 AND I-880,-122.093822,37.644770,SR-238 AND I-880,-122.134700,37.689526,SR-238 AND I-580,-122.097650,37.690007,I-580 AND I-680,-121.922687,37.700955,I-680 AND SR-780,-122.1304573,38.0510052,I-80 AND SR-780,-122.2304448,38.091502,I-80 AND I-505,-121.9563057,38.370683,I-505 AND VACA VALLEY PARKWAY  (VACA VALLEY PARKWAY W/B OFF RAMP),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e24-000987,2024,01/07/2024,01/13/2024,MODULAR BUILDING SN 1DPL14063NL001040,California,Loma Linda,Nv Line 6,* from mountain view ave n/b on ramp - 010e - to alabama st n/b off ramp exit 77a ** from alabama st n/b on ramp - 010w - to mountain view ave n/b off ramp exit 75 ** from tippecanoe ave s/b on ramp - 010w - 215n - to orange show rd e/b off ramp exit 41 -detour via ramps- from orange show rd w/b on ramp - 215n - 259n - to e st w/b off ramp *e st oc over 210* from h st s/b on ramp - 210w - 015n - 395n - 006e - to nv line 6 exit *,"mountain view ave Loma Linda, California",mountain view ave and I-10,-117.2436706,34.0666015,I-10 AND ALABAMA ST N/B OFF RAMP  77A ** FROM ALABAMA ST N/B ON RAMP,,,ALABAMA ST N/B OFF RAMP  77A ** FROM ALABAMA ST N/B ON RAMP AND I-10,,,I-10 AND MOUNTAIN VIEW AVE N/B OFF RAMP  75 ** FROM TIPPECANOE AVE S/B ON RAMP,,,MOUNTAIN VIEW AVE N/B OFF RAMP  75 ** FROM TIPPECANOE AVE S/B ON RAMP AND I-10,,,I-10 AND I-215,-117.2964956,34.0641924,I-215 AND ORANGE SHOW RD E/B OFF RAMP  41,,,ORANGE SHOW RD E/B OFF RAMP  41 AND DETOUR VIA RAMPS,,,DETOUR VIA RAMPS AND ORANGE SHOW RD W/B ON RAMP,,,ORANGE SHOW RD W/B ON RAMP AND I-215,,,I-215 AND SR-259,-117.3027148,34.127001,SR-259 AND E ST W/B OFF RAMP *E ST OC OVER 210* FROM H ST S/B ON RAMP,,,E ST W/B OFF RAMP *E ST OC OVER 210* FROM H ST S/B ON RAMP AND SR-210,,,I-15 AND SR-210,-117.495885,34.136374,I-15 AND US-395,-117.401725,34.399341,US-6 AND US-395,-118.395565,37.374158,US-6 AND NV LINE 6,,,,,,,,,,,,,,,,,,,,,,,
e24-001212,2024,01/08/2024,01/14/2024,PONTOON BOAT,California,Signal Hill,Tujunga,* from sunland blvd s/b on ramp - 210w - 118w - 405s - to orange ave w/b off ramp exit 29c *,"sunland blvd Signal Hill, California",sunland blvd and SR-210,-118.329878,34.2597419,SR-118 AND SR-210,-118.407578,34.288108,SR-118 AND I-405,-118.472172,34.266012,I-405 AND ORANGE AVE W/B OFF RAMP  29C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e24-001161,2024,01/08/2024,01/14/2024,WOOD SHED,California,Merced,Midpines,* from w 16th st @ `v` st - 059n - to west olive ave exit (west olive ave/santa fe drive) ** from campus pkwy - 140e - to colorado rd exit  *,"w 16th st Merced, California",w 16th st and SR-59,-120.5005899,37.3031921,SR-59 AND WEST OLIVE AVE  (WEST OLIVE AVE/SANTA FE DRIVE) ** FROM CAMPUS PKWY,,,WEST OLIVE AVE  (WEST OLIVE AVE/SANTA FE DRIVE) ** FROM CAMPUS PKWY AND SR-140,,,SR-140 AND COLORADO RD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e24-000993,2024,01/06/2024,01/12/2024,(9AX) KALMAR TOP HANDLER #1395932,California,Industry,Compton,* from beverly blvd e/b on ramp - 605s - 105w - 710s - 091w - to long beach blvd exit (long beach blvd s/b off ramp exit number 11) *,"beverly blvd Industry, California",beverly blvd and I-605,,,I-105 AND I-605,-118.1048384,33.9139358,I-105 AND I-710,-118.1801015,33.9128225,SR-91 AND I-710,-118.193140,33.875481,SR-91 AND LONG BEACH BLVD  (LONG BEACH BLVD S/B OFF RAMP  NUMBER 11),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e24-000988,2024,01/07/2024,01/13/2024,MODULAR BUILDING SN 1DPL14063NL001041,California,Loma Linda,Nv Line 6,* from mountain view ave n/b on ramp - 010e - to alabama st n/b off ramp exit 77a ** from alabama st n/b on ramp - 010w - to mountain view ave n/b off ramp exit 75 ** from tippecanoe ave s/b on ramp - 010w - 215n - to orange show rd e/b off ramp exit 41 -detour via ramps- from orange show rd w/b on ramp - 215n - 259n - to e st w/b off ramp *e st oc over 210* from h st s/b on ramp - 210w - 015n - 395n - 006e - to nv line 6 exit *,"mountain view ave Loma Linda, California",mountain view ave and I-10,-117.2436706,34.0666015,I-10 AND ALABAMA ST N/B OFF RAMP  77A ** FROM ALABAMA ST N/B ON RAMP,,,ALABAMA ST N/B OFF RAMP  77A ** FROM ALABAMA ST N/B ON RAMP AND I-10,,,I-10 AND MOUNTAIN VIEW AVE N/B OFF RAMP  75 ** FROM TIPPECANOE AVE S/B ON RAMP,,,MOUNTAIN VIEW AVE N/B OFF RAMP  75 ** FROM TIPPECANOE AVE S/B ON RAMP AND I-10,,,I-10 AND I-215,-117.2964956,34.0641924,I-215 AND ORANGE SHOW RD E/B OFF RAMP  41,,,ORANGE SHOW RD E/B OFF RAMP  41 AND DETOUR VIA RAMPS,,,DETOUR VIA RAMPS AND ORANGE SHOW RD W/B ON RAMP,,,ORANGE SHOW RD W/B ON RAMP AND I-215,,,I-215 AND SR-259,-117.3027148,34.127001,SR-259 AND E ST W/B OFF RAMP *E ST OC OVER 210* FROM H ST S/B ON RAMP,,,E ST W/B OFF RAMP *E ST OC OVER 210* FROM H ST S/B ON RAMP AND SR-210,,,I-15 AND SR-210,-117.495885,34.136374,I-15 AND US-395,-117.401725,34.399341,US-6 AND US-395,-118.395565,37.374158,US-6 AND NV LINE 6,,,,,,,,,,,,,,,,,,,,,,,
e24-001042,2024,01/07/2024,01/13/2024,CRATE,California,Pine Valley,Az Line,* from pine valley rd s/b on ramp - 008e - to az line 8 exit *,"pine valley rd Pine Valley, California",pine valley rd and I-8,-116.532562,32.818264,I-8 AND AZ LINE 8,-114.6178137,32.7285541,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
