permitnumber,year,permitvalidfrom,permitvalidto,loaddescription,state,origin,destination,authorizedhighways,route_location_origin,route_intersection_origin,route_intersection_origin_x_coords,route_intersection_origin_y_coords,route_intersection_1,route_intersection_1_x_coords,route_intersection_1_y_coords,route_intersection_2,route_intersection_2_x_coords,route_intersection_2_y_coords,route_intersection_3,route_intersection_3_x_coords,route_intersection_3_y_coords,route_intersection_4,route_intersection_4_x_coords,route_intersection_4_y_coords,route_intersection_5,route_intersection_5_x_coords,route_intersection_5_y_coords,route_intersection_6,route_intersection_6_x_coords,route_intersection_6_y_coords,route_intersection_7,route_intersection_7_x_coords,route_intersection_7_y_coords,route_intersection_8,route_intersection_8_x_coords,route_intersection_8_y_coords,route_intersection_9,route_intersection_9_x_coords,route_intersection_9_y_coords,route_intersection_10,route_intersection_10_x_coords,route_intersection_10_y_coords,route_intersection_11,route_intersection_11_x_coords,route_intersection_11_y_coords,route_intersection_12,route_intersection_12_x_coords,route_intersection_12_y_coords,route_intersection_13,route_intersection_13_x_coords,route_intersection_13_y_coords,route_intersection_14,route_intersection_14_x_coords,route_intersection_14_y_coords,route_intersection_15,route_intersection_15_x_coords,route_intersection_15_y_coords,route_intersection_16,route_intersection_16_x_coords,route_intersection_16_y_coords,route_intersection_17,route_intersection_17_x_coords,route_intersection_17_y_coords,route_intersection_18,route_intersection_18_x_coords,route_intersection_18_y_coords,route_intersection_19,route_intersection_19_x_coords,route_intersection_19_y_coords,route_intersection_20,route_intersection_20_x_coords,route_intersection_20_y_coords,route_intersection_21,route_intersection_21_x_coords,route_intersection_21_y_coords,route_intersection_22,route_intersection_22_x_coords,route_intersection_22_y_coords,route_intersection_23,route_intersection_23_x_coords,route_intersection_23_y_coords
e24-000991,2024,01/06/2024,01/12/2024,PRECAST CONCRETE VAULT TUNNEL,California,Fontana,Encino,* from cherry ave s/b on ramp - 010w - 015n - 210w - 134w - 101n - 405s - to sepulveda blvd exit (sepulveda blvd w/b off ramp) * skirball center dr oc over 405 * mulholland dr oc over 405 *,"cherry ave Fontana, California",cherry ave and I-10,-117.488932,34.066114,I-10 AND I-15,-117.544920,34.067352,I-15 AND SR-210,-117.495885,34.136374,SR-134 AND SR-210,-118.155405,34.149743,US-101 AND SR-134,-118.376905,34.153599,US-101 AND I-405,-118.469457,34.160374,I-405 AND SEPULVEDA BLVD  (SEPULVEDA BLVD W/B OFF RAMP) * SKIRBALL CENTER DR OC OVER 405 * MULHOLLAND DR OC OVER 405,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e24-000992,2024,01/06/2024,01/12/2024,PRECAST CONCRETE VAULT TUNNEL,California,Fontana,Encino,* from cherry ave s/b on ramp - 010w - 015n - 210w - 134w - 101n - 405s - to sepulveda blvd exit (sepulveda blvd w/b off ramp) * skirball center dr oc over 405 * mulholland dr oc over 405 *,"cherry ave Fontana, California",cherry ave and I-10,-117.488932,34.066114,I-10 AND I-15,-117.544920,34.067352,I-15 AND SR-210,-117.495885,34.136374,SR-134 AND SR-210,-118.155405,34.149743,US-101 AND SR-134,-118.376905,34.153599,US-101 AND I-405,-118.469457,34.160374,I-405 AND SEPULVEDA BLVD  (SEPULVEDA BLVD W/B OFF RAMP) * SKIRBALL CENTER DR OC OVER 405 * MULHOLLAND DR OC OVER 405,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e24-001002,2024,01/06/2024,01/12/2024,HITACHI  520 EXCAVATOR            HARTILLRACKLEYBP9,California,Stockton,Watsonville,* from navy dr/stockton st - 004e - 005s - to mathews rd exit (mathews rd w/b off ramp exit number 467b) -detour via ramps- from mathews rd e/b on ramp - 005s - 132w - 580w - 238n - to hesperian blvd exit (hesperian blvd w/b off ramp) **hesperian blvd uc under hwy 880** from grant ave e/b on ramp - 880s - 101s - to san juan rd exit (san juan rd w/b off ramp) ** from salinas rd w/b on ramp - 001s - to jensen rd exit (jensen rd) *,"navy dr Stockton, California",navy dr and SR-4,-121.299920,37.936866,SR-4 AND I-5,-121.300591,37.948246,I-5 AND MATHEWS RD  (MATHEWS RD W/B OFF RAMP  NUMBER 467B),,,MATHEWS RD  (MATHEWS RD W/B OFF RAMP  NUMBER 467B) AND DETOUR VIA RAMPS,,,DETOUR VIA RAMPS AND MATHEWS RD E/B ON RAMP,,,MATHEWS RD E/B ON RAMP AND I-5,,,I-5 AND SR-132,-121.3430842,37.6377555,SR-132 AND I-580,-121.402762,37.639306,SR-238 AND I-580,-122.097650,37.690007,SR-238 AND HESPERIAN BLVD  (HESPERIAN BLVD W/B OFF RAMP) **HESPERIAN BLVD UC UNDER HWY 880** FROM GRANT AVE E/B ON RAMP,,,HESPERIAN BLVD  (HESPERIAN BLVD W/B OFF RAMP) **HESPERIAN BLVD UC UNDER HWY 880** FROM GRANT AVE E/B ON RAMP AND I-880,,,US-101 AND I-880,-121.901850,37.364156,US-101 AND SAN JUAN RD  (SAN JUAN RD W/B OFF RAMP) ** FROM SALINAS RD W/B ON RAMP,,,SAN JUAN RD  (SAN JUAN RD W/B OFF RAMP) ** FROM SALINAS RD W/B ON RAMP AND SR-1,,,SR-1 AND JENSEN RD  (JENSEN RD),,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e24-000994,2024,01/06/2024,01/12/2024,PRECAST CONCRETE VAULT TUNNEL,California,Fontana,Encino,* from cherry ave s/b on ramp - 010w - 015n - 210w - 134w - 101n - 405s - to sepulveda blvd exit (sepulveda blvd w/b off ramp) * skirball center dr oc over 405 * mulholland dr oc over 405 *,"cherry ave Fontana, California",cherry ave and I-10,-117.488932,34.066114,I-10 AND I-15,-117.544920,34.067352,I-15 AND SR-210,-117.495885,34.136374,SR-134 AND SR-210,-118.155405,34.149743,US-101 AND SR-134,-118.376905,34.153599,US-101 AND I-405,-118.469457,34.160374,I-405 AND SEPULVEDA BLVD  (SEPULVEDA BLVD W/B OFF RAMP) * SKIRBALL CENTER DR OC OVER 405 * MULHOLLAND DR OC OVER 405,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e24-000728,2024,01/04/2024,01/10/2024,DRILL RIG,California,Sacramento,Santa Clarita,* watt ave over 51/bus80/capcityfwy*watt ave over 50*south watt ave across 16*fruitridge rd over 99*from seamas ave w/b onramp - 5s - to oak st/fremont st exit (fremont st off ramp exit number 473) *fremont st under 5* center st under 4* from charter way w/b on ramp - 005s - to mathews rd w/b off ramp exit 467b -detour via ramps- from mathews rd e/b on ramp - 005s - to templin highway w/b off ramp exit number 183) -detour via ramps- from templin highway e/b on ramp - 005s - to magic mountain parkway exit (magic mountain pkwy w/b off ramp exit number 170) *,"seamas ave Sacramento, California",seamas ave and I-5,-121.521308,38.5255752,I-5 AND OAK ST/FREMONT ST  (FREMONT ST OFF RAMP  NUMBER 473) *FREMONT ST UNDER 5* CENTER ST UNDER 4* FROM CHARTER WAY W/B ON RAMP,,,OAK ST/FREMONT ST  (FREMONT ST OFF RAMP  NUMBER 473) *FREMONT ST UNDER 5* CENTER ST UNDER 4* FROM CHARTER WAY W/B ON RAMP AND I-5,,,I-5 AND MATHEWS RD W/B OFF RAMP  467B,,,MATHEWS RD W/B OFF RAMP  467B AND DETOUR VIA RAMPS,,,DETOUR VIA RAMPS AND MATHEWS RD E/B ON RAMP,,,MATHEWS RD E/B ON RAMP AND I-5,,,I-5 AND TEMPLIN HIGHWAY W/B OFF RAMP  NUMBER 183),,,TEMPLIN HIGHWAY W/B OFF RAMP  NUMBER 183) AND DETOUR VIA RAMPS,,,DETOUR VIA RAMPS AND TEMPLIN HIGHWAY E/B ON RAMP,,,TEMPLIN HIGHWAY E/B ON RAMP AND I-5,,,I-5 AND MAGIC MOUNTAIN PARKWAY  (MAGIC MOUNTAIN PKWY W/B OFF RAMP  NUMBER 170),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e24-000996,2024,01/07/2024,01/13/2024,UNLADEN TRAILER,California,Modesto,Stockton,* from stoddard rd - 219w - 099n - 120w - 005n - 004w - to navy dr exit (navy dr) *,"stoddard rd Modesto, California",stoddard rd and SR-219,-121.0684039,37.71113,SR-99 AND SR-219,-121.0810425,37.7090017,SR-99 AND SR-120,-121.191302,37.797509,I-5 AND SR-120,-121.303462,37.787210,SR-4 AND I-5,-121.300591,37.948246,SR-4 AND NAVY DR  (NAVY DR),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e24-001322,2024,01/08/2024,01/14/2024,FEEDER,California,Stockton,Ione,* from fresno ave (south) - 004e - 005s - to french camp exit (french camp rd e/b off ramp exit number 468) - from french camp rd e/b on ramp - 005n - 004e - 099s - 004e - to jack tone rd exit (jack tone rd/co rd j-5) * jack tone across 26* from jack tone rd - 088e - 124n - to charles howard park exit *,"fresno ave Stockton, California",fresno ave and SR-4,-121.3121237,37.9328874,SR-4 AND I-5,-121.300591,37.948246,I-5 AND FRENCH CAMP  (FRENCH CAMP RD E/B OFF RAMP  NUMBER 468),,,FRENCH CAMP  (FRENCH CAMP RD E/B OFF RAMP  NUMBER 468) AND FRENCH CAMP RD E/B ON RAMP,,,FRENCH CAMP RD E/B ON RAMP AND I-5,,,SR-4 AND I-5,-121.300591,37.948246,SR-4 AND SR-99,-121.235285,37.943993,SR-4 AND SR-99,-121.235285,37.943993,SR-4 AND JACK TONE RD  (JACK TONE RD/CO RD J,,,JACK TONE RD  (JACK TONE RD/CO RD J AND I-5,,,I-5 AND SR-88,,,SR-88 AND SR-124,-120.938079,38.319746,SR-124 AND CHARLES HOWARD PARK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e24-000995,2024,01/07/2024,01/13/2024,UNLADEN TRAILER,California,Ione,Modesto,* from charles howard park - 124s - 088w - to jack tone rd exit (jack tone rd) * jack tone rd across 26 * jack tone rd across 4 * jack tone rd across 120* from jack tone rd w/b on ramp - 099s - 219e - to stoddard rd exit (stoddard rd) *,"charles howard park Ione, California",charles howard park and SR-124,-120.9331742,38.3458936,SR-88 AND SR-124,-120.938079,38.319746,SR-88 AND JACK TONE RD  (JACK TONE RD) * JACK TONE RD ACROSS 26 * JACK TONE RD ACROSS 4 * JACK TONE RD ACROSS 120* FROM JACK TONE RD W/B ON RAMP,,,JACK TONE RD  (JACK TONE RD) * JACK TONE RD ACROSS 26 * JACK TONE RD ACROSS 4 * JACK TONE RD ACROSS 120* FROM JACK TONE RD W/B ON RAMP AND SR-99,,,SR-99 AND SR-219,-121.0810425,37.7090017,SR-219 AND STODDARD RD  (STODDARD RD),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e24-001003,2024,01/07/2024,01/13/2024,CAT 651 SCRAPER,California,San Bernardino,Corona,* from riverside ave n/b on ramp - 210w - 15s - to hidden valley pkwy exit (hidden valley pkwy e/b off ramp) * promenade over 91* from magnolia ave w/b on ramp - 015s - to nichols rd exit (nichols rd e/b off ramp) * from nichols rd e/b on ramp - 15n - to temescal cyn rd exit (temescal cyn rd e/b off ramp) *,"riverside ave San Bernardino, California",riverside ave and SR-210,-117.3704431,34.1358772,I-15 AND SR-210,-117.495885,34.136374,I-15 AND HIDDEN VALLEY PKWY  (HIDDEN VALLEY PKWY E/B OFF RAMP) * PROMENADE OVER 91* FROM MAGNOLIA AVE W/B ON RAMP,,,HIDDEN VALLEY PKWY  (HIDDEN VALLEY PKWY E/B OFF RAMP) * PROMENADE OVER 91* FROM MAGNOLIA AVE W/B ON RAMP AND I-15,,,I-15 AND NICHOLS RD  (NICHOLS RD E/B OFF RAMP) * FROM NICHOLS RD E/B ON RAMP,,,NICHOLS RD  (NICHOLS RD E/B OFF RAMP) * FROM NICHOLS RD E/B ON RAMP AND I-15,,,I-15 AND TEMESCAL CYN RD  (TEMESCAL CYN RD E/B OFF RAMP),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e24-001007,2024,01/07/2024,01/13/2024,MODULAR SCHOOL BUILDING,California,"4777 Carpenter Rd, Stockton","5218 Martin Luther King Jr Blvd, Sacramento",* from charter way w/b on ramp - 005n - to twin cities rd exit (twin cities rd e/b off ramp exit number 498) ** from hood franklin rd w/b on ramp - 005n - to elk grove blvd exit (elk grove blvd e/b off ramp exit number 506) ** from laguna blvd w/b on ramp - 005n - to pocket rd exit (meadowview rd e/b off ramp exit number 512) *,"charter way 4777 Carpenter Rd, Stockton, California",charter way and I-5,-121.297544,37.9367855,I-5 AND TWIN CITIES RD  (TWIN CITIES RD E/B OFF RAMP  NUMBER 498) ** FROM HOOD FRANKLIN RD W/B ON RAMP,,,TWIN CITIES RD  (TWIN CITIES RD E/B OFF RAMP  NUMBER 498) ** FROM HOOD FRANKLIN RD W/B ON RAMP AND I-5,,,I-5 AND ELK GROVE BLVD  (ELK GROVE BLVD E/B OFF RAMP  NUMBER 506) ** FROM LAGUNA BLVD W/B ON RAMP,,,ELK GROVE BLVD  (ELK GROVE BLVD E/B OFF RAMP  NUMBER 506) ** FROM LAGUNA BLVD W/B ON RAMP AND I-5,,,I-5 AND POCKET RD  (MEADOWVIEW RD E/B OFF RAMP  NUMBER 512),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e24-001010,2024,01/07/2024,01/13/2024,MILITARY STRYKER VEHICLE,California,Az Line 10,Ft Irwin,* from az line 10 - 010w - 095n - 040w - 40uw(bus rte 40/e main st) - 015n - to ft irwin rd exit (ft irwin rd w/b off ramp exit number 189) *,"az line Az Line 10, California",I-10 and Arizona Line,-114.5309445,33.6047557,I-10 AND US-95,-114.5706989,33.6072721,I-40 AND US-95,-114.5969206,34.8240555,I-40 AND I-40,,,I-15 AND I-40,-117.008954,34.886545,I-15 AND FT IRWIN RD  (FT IRWIN RD W/B OFF RAMP  NUMBER 189),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e24-001005,2024,01/07/2024,01/13/2024,MODULAR SCHOOL BUILDING,California,"4777 Carpenter Rd, Stockton","5218 Martin Luther King Jr Blvd, Sacramento",* from charter way w/b on ramp - 005n - to twin cities rd exit (twin cities rd e/b off ramp exit number 498) ** from hood franklin rd w/b on ramp - 005n - to elk grove blvd exit (elk grove blvd e/b off ramp exit number 506) ** from laguna blvd w/b on ramp - 005n - to pocket rd exit (meadowview rd e/b off ramp exit number 512) *,"charter way 4777 Carpenter Rd, Stockton, California",charter way and I-5,-121.297544,37.9367855,I-5 AND TWIN CITIES RD  (TWIN CITIES RD E/B OFF RAMP  NUMBER 498) ** FROM HOOD FRANKLIN RD W/B ON RAMP,,,TWIN CITIES RD  (TWIN CITIES RD E/B OFF RAMP  NUMBER 498) ** FROM HOOD FRANKLIN RD W/B ON RAMP AND I-5,,,I-5 AND ELK GROVE BLVD  (ELK GROVE BLVD E/B OFF RAMP  NUMBER 506) ** FROM LAGUNA BLVD W/B ON RAMP,,,ELK GROVE BLVD  (ELK GROVE BLVD E/B OFF RAMP  NUMBER 506) ** FROM LAGUNA BLVD W/B ON RAMP AND I-5,,,I-5 AND POCKET RD  (MEADOWVIEW RD E/B OFF RAMP  NUMBER 512),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e24-001000,2024,01/07/2024,01/13/2024,MODULAR SCHOOL BUILDING,California,"4777 Carpenter Rd, Stockton","5218 Martin Luther King Jr Blvd, Sacramento",* from charter way w/b on ramp - 005n - to twin cities rd exit (twin cities rd e/b off ramp exit number 498) ** from hood franklin rd w/b on ramp - 005n - to elk grove blvd exit (elk grove blvd e/b off ramp exit number 506) ** from laguna blvd w/b on ramp - 005n - to pocket rd exit (meadowview rd e/b off ramp exit number 512) *,"charter way 4777 Carpenter Rd, Stockton, California",charter way and I-5,-121.297544,37.9367855,I-5 AND TWIN CITIES RD  (TWIN CITIES RD E/B OFF RAMP  NUMBER 498) ** FROM HOOD FRANKLIN RD W/B ON RAMP,,,TWIN CITIES RD  (TWIN CITIES RD E/B OFF RAMP  NUMBER 498) ** FROM HOOD FRANKLIN RD W/B ON RAMP AND I-5,,,I-5 AND ELK GROVE BLVD  (ELK GROVE BLVD E/B OFF RAMP  NUMBER 506) ** FROM LAGUNA BLVD W/B ON RAMP,,,ELK GROVE BLVD  (ELK GROVE BLVD E/B OFF RAMP  NUMBER 506) ** FROM LAGUNA BLVD W/B ON RAMP AND I-5,,,I-5 AND POCKET RD  (MEADOWVIEW RD E/B OFF RAMP  NUMBER 512),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e24-001008,2024,01/07/2024,01/13/2024,MODULAR SCHOOL BUILDING,California,"4777 Carpenter Rd, Stockton","5218 Martin Luther King Jr Blvd, Sacramento",* from charter way w/b on ramp - 005n - to twin cities rd exit (twin cities rd e/b off ramp exit number 498) ** from hood franklin rd w/b on ramp - 005n - to elk grove blvd exit (elk grove blvd e/b off ramp exit number 506) ** from laguna blvd w/b on ramp - 005n - to pocket rd exit (meadowview rd e/b off ramp exit number 512) *,"charter way 4777 Carpenter Rd, Stockton, California",charter way and I-5,-121.297544,37.9367855,I-5 AND TWIN CITIES RD  (TWIN CITIES RD E/B OFF RAMP  NUMBER 498) ** FROM HOOD FRANKLIN RD W/B ON RAMP,,,TWIN CITIES RD  (TWIN CITIES RD E/B OFF RAMP  NUMBER 498) ** FROM HOOD FRANKLIN RD W/B ON RAMP AND I-5,,,I-5 AND ELK GROVE BLVD  (ELK GROVE BLVD E/B OFF RAMP  NUMBER 506) ** FROM LAGUNA BLVD W/B ON RAMP,,,ELK GROVE BLVD  (ELK GROVE BLVD E/B OFF RAMP  NUMBER 506) ** FROM LAGUNA BLVD W/B ON RAMP AND I-5,,,I-5 AND POCKET RD  (MEADOWVIEW RD E/B OFF RAMP  NUMBER 512),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e24-001009,2024,01/07/2024,01/13/2024,UNLADEN,California,Ft Irwin,Az Line 10,* from ft irwin rd e/b on ramp - 015s - 40ue(bus rte 40/e main st) - 040e - 095s - 010e - to az line 10 exit *,"ft irwin rd Ft Irwin, California",ft irwin rd and I-15,-116.9262171,34.9017105,I-15 AND I-40,-117.008954,34.886545,I-40 AND I-40,,,I-40 AND US-95,-114.5969206,34.8240555,I-10 AND US-95,-114.5706989,33.6072721,I-10 AND AZ LINE 10,-114.5311155,33.6047178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e24-001012,2024,01/06/2024,01/12/2024,Cat 349 Excavator,California,Pleasant Grove,Manteca,* from riego rd w/b on ramp - 099s - 005s - 080e - to watt ave exit (watt ave s/b off ramp exit number 94a) ** watt ave oc over hwy 51 (bus 80) ** watt ave oc over hwy 50 ** s watt ave across hwy 16 ** calvine rd oc over hwy 99 ** from cosumnes river blvd w/b on ramp - 005s - to oak st/fremont st exit (fremont st off ramp exit number 473) ** fremont st uc under hwy 5 ** center st uc under hwy 4 ** from south el dorado st w/b on ramp - 005s - 120e - to airport way exit (airport way s/b off ramp) *,"riego rd Pleasant Grove, California",riego rd and SR-99,-121.540639,38.750397,I-5 AND SR-99,-121.540221,38.669260,I-5 AND I-80,-121.5171204,38.6248864,I-80 AND WATT AVE  (WATT AVE S/B OFF RAMP  NUMBER 94A) ** WATT AVE OC OVER HWY 51 (BUS 80) ** WATT AVE OC OVER HWY 50 ** S WATT AVE ACROSS HWY 16 ** CALVINE RD OC OVER HWY 99 ** FROM COSUMNES RIVER BLVD W/B ON RAMP,,,WATT AVE  (WATT AVE S/B OFF RAMP  NUMBER 94A) ** WATT AVE OC OVER HWY 51 (BUS 80) ** WATT AVE OC OVER HWY 50 ** S WATT AVE ACROSS HWY 16 ** CALVINE RD OC OVER HWY 99 ** FROM COSUMNES RIVER BLVD W/B ON RAMP AND I-5,,,I-5 AND OAK ST/FREMONT ST  (FREMONT ST OFF RAMP  NUMBER 473) ** FREMONT ST UC UNDER HWY 5 ** CENTER ST UC UNDER HWY 4 ** FROM SOUTH EL DORADO ST W/B ON RAMP,,,OAK ST/FREMONT ST  (FREMONT ST OFF RAMP  NUMBER 473) ** FREMONT ST UC UNDER HWY 5 ** CENTER ST UC UNDER HWY 4 ** FROM SOUTH EL DORADO ST W/B ON RAMP AND I-5,,,I-5 AND SR-120,-121.303462,37.787210,SR-120 AND AIRPORT WAY  (AIRPORT WAY S/B OFF RAMP),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e24-001011,2024,01/07/2024,01/13/2024,CAT 651 SCRAPER,California,San Bernardino,Corona,* from riverside ave n/b on ramp - 210w - 015s - to hidden valley pkwy exit (hidden valley pkwy e/b off ramp) ** promenade ave oc over hwy 91 ** from magnolia ave w/b on ramp - 015s - to nichols rd exit (nichols rd e/b off ramp) - from nichols rd e/b on ramp - 015n - to temescal cyn rd exit (temescal cyn rd e/b off ramp) *,"riverside ave San Bernardino, California",riverside ave and SR-210,-117.3704431,34.1358772,I-15 AND SR-210,-117.495885,34.136374,I-15 AND HIDDEN VALLEY PKWY  (HIDDEN VALLEY PKWY E/B OFF RAMP) ** PROMENADE AVE OC OVER HWY 91 ** FROM MAGNOLIA AVE W/B ON RAMP,,,HIDDEN VALLEY PKWY  (HIDDEN VALLEY PKWY E/B OFF RAMP) ** PROMENADE AVE OC OVER HWY 91 ** FROM MAGNOLIA AVE W/B ON RAMP AND I-15,,,I-15 AND NICHOLS RD  (NICHOLS RD E/B OFF RAMP),,,NICHOLS RD  (NICHOLS RD E/B OFF RAMP) AND NICHOLS RD E/B ON RAMP,,,NICHOLS RD E/B ON RAMP AND I-15,,,I-15 AND TEMESCAL CYN RD  (TEMESCAL CYN RD E/B OFF RAMP),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e24-001024,2024,01/06/2024,01/12/2024,** CAT 637 Scraper (9A-2),California,Rancho Cordova,Davis,* from madison ave n/b on ramp - 080w - 005n - to rte 113 north/yuba city exit (east st w/b off ramp exit number 538) - from east st w/b on ramp - 005s - 113s - to co rd 29 exit (co rd 29 e/b off ramp exit number 31) *,"madison ave Rancho Cordova, California",madison ave and I-80,-121.3599876,38.6609873,I-5 AND I-80,-121.5171204,38.6248864,I-5 AND SR-113,-121.751637,38.685321,SR-113 AND EAST ST W/B ON RAMP,,,EAST ST W/B ON RAMP AND I-5,,,I-5 AND SR-113,-121.751637,38.685321,SR-113 AND CO RD 29  (CO RD 29 E/B OFF RAMP  NUMBER 31),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e24-001014,2024,01/07/2024,01/13/2024,COMPACTOR,California,Victorville,Barstow,* from stoddard wells rd e/b on ramp - 15n - 247s - to county dump rd exit (county dump rd) *,"stoddard wells rd Victorville, California",stoddard wells rd and I-15,-117.2894045,34.554343,I-15 AND SR-247,-117.022901,34.885996,SR-247 AND COUNTY DUMP RD  (COUNTY DUMP RD),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e24-001004,2024,01/07/2024,01/13/2024,MODULAR SCHOOL BUILDING,California,"4777 Carpenter Rd, Stockton","5218 Martin Luther King Jr Blvd, Sacramento",* from charter way w/b on ramp - 005n - to twin cities rd exit (twin cities rd e/b off ramp exit number 498) ** from hood franklin rd w/b on ramp - 005n - to elk grove blvd exit (elk grove blvd e/b off ramp exit number 506) ** from laguna blvd w/b on ramp - 005n - to pocket rd exit (meadowview rd e/b off ramp exit number 512) *,"charter way 4777 Carpenter Rd, Stockton, California",charter way and I-5,-121.297544,37.9367855,I-5 AND TWIN CITIES RD  (TWIN CITIES RD E/B OFF RAMP  NUMBER 498) ** FROM HOOD FRANKLIN RD W/B ON RAMP,,,TWIN CITIES RD  (TWIN CITIES RD E/B OFF RAMP  NUMBER 498) ** FROM HOOD FRANKLIN RD W/B ON RAMP AND I-5,,,I-5 AND ELK GROVE BLVD  (ELK GROVE BLVD E/B OFF RAMP  NUMBER 506) ** FROM LAGUNA BLVD W/B ON RAMP,,,ELK GROVE BLVD  (ELK GROVE BLVD E/B OFF RAMP  NUMBER 506) ** FROM LAGUNA BLVD W/B ON RAMP AND I-5,,,I-5 AND POCKET RD  (MEADOWVIEW RD E/B OFF RAMP  NUMBER 512),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e24-001013,2024,01/06/2024,01/12/2024,MILITARY EXCAVATOR,California,Arizona Line 10,San Pedro,* from az line 10 - 010w - to corn springs rd exit (corn springs rd n/b off ramp exit number 201) - detour via ramps - from corn springs rd s/b on  ramp - 010w - 605s - 105w - 110s - 047n - to navy way exit (navy way) *,"az line Arizona Line 10, California",I-10 and Arizona Line,-114.5309445,33.6047557,I-10 AND CORN SPRINGS RD  (CORN SPRINGS RD N/B OFF RAMP  NUMBER 201),,,CORN SPRINGS RD  (CORN SPRINGS RD N/B OFF RAMP  NUMBER 201) AND DETOUR VIA RAMPS,,,DETOUR VIA RAMPS AND CORN SPRINGS RD S/B ON  RAMP,,,CORN SPRINGS RD S/B ON  RAMP AND I-10,,,I-10 AND I-605,-118.0000932,34.0650647,I-105 AND I-605,-118.1048384,33.9139358,I-105 AND SR-110,-118.2807593,33.9286602,SR-47 AND SR-110,-118.2907046,33.7492427,SR-47 AND NAVY WAY  (NAVY WAY),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e24-000643,2024,01/04/2024,01/10/2024,DISABLED WHEELED ASPHAULT PAVER #1395452,California,Phelan,Arizona,* from air expressway - 395s - 15s - 215s - 10e - to corn springs rd s/b off ramp exit 201 - detour via ramps - from corn springs rd n/b on ramp - 010e - to az line 10 exit *,"air expressway Phelan, California",air expressway and US-395,-117.4095832,34.5720079,I-15 AND US-395,-117.401725,34.399341,I-15 AND I-215,-117.408750,34.223824,I-10 AND I-215,-117.2964956,34.0641924,I-10 AND CORN SPRINGS RD S/B OFF RAMP  201,,,CORN SPRINGS RD S/B OFF RAMP  201 AND DETOUR VIA RAMPS,,,DETOUR VIA RAMPS AND CORN SPRINGS RD N/B ON RAMP,,,CORN SPRINGS RD N/B ON RAMP AND I-10,,,I-10 AND AZ LINE 10,-114.5311155,33.6047178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e24-001028,2024,01/06/2024,01/12/2024,BULKHEAD,California,Spring Valley,Jamul,* from elkelton pl w/b on ramp - 125n - 094e - to honey springs rd exit *,"elkelton pl w Spring Valley, California",elkelton pl and SR-125,-117.011206,32.701392,SR-94 AND SR-125,-117.019763,32.746999,SR-94 AND HONEY SPRINGS RD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
