dataperiods,modeoftravel,zoneid,zonename,linezonelength(miles),zoneispass-through,zonedirection(degrees),zoneisbi-direction,daytype,daypart,averagedailysegmenttraffic(stlvolume),avgsegmentspeed(mph),avgsegmenttraveltime(sec),freeflowspeed(mph),freeflowfactor,vehiclemilesoftravel(stlvolume),vehiclehoursofdelay(stlvolume),5thspeedpercentile,10thspeedpercentile,15thspeedpercentile,20thspeedpercentile,25thspeedpercentile,30thspeedpercentile,35thspeedpercentile,40thspeedpercentile,45thspeedpercentile,50thspeedpercentile,55thspeedpercentile,60thspeedpercentile,65thspeedpercentile,70thspeedpercentile,75thspeedpercentile,80thspeedpercentile,85thspeedpercentile,90thspeedpercentile,95thspeedpercentile
"Jan 01, 2022 - Dec 31, 2022",All Vehicles - StL All Vehicles Volume,,San Gabriel River Freeway / 45208,0.538,yes,202,no,0: All Days (M-Su),0: All Day (12am-12am),133425,59,33,70.886,0.836,71827.5,198.49,40,44,47,50,52,53,55,57,58,60,61,63,64,66,68,69,72,74,77
"Jan 01, 2022 - Dec 31, 2022",All Vehicles - StL All Vehicles Volume,,San Gabriel River Freeway / 45208,0.538,yes,202,no,1: Weekday (M-Th),0: All Day (12am-12am),131650,58,34,70.886,0.816,70872.1,225.52,38,43,46,48,50,52,53,55,57,58,60,61,63,65,66,68,70,73,76
"Jan 01, 2022 - Dec 31, 2022",All Vehicles - StL All Vehicles Volume,,San Gabriel River Freeway / 45208,0.538,yes,202,no,2: Weekend (Sa-Su),0: All Day (12am-12am),130975,62,31,70.886,0.879,70508.7,136.86,45,49,51,53,55,57,58,60,61,63,64,65,67,68,70,72,74,76,79
"Jan 01, 2022 - Dec 31, 2022",All Vehicles - StL All Vehicles Volume,,San Gabriel River Freeway / 45319,0.635,yes,154,no,0: All Days (M-Su),0: All Day (12am-12am),99609,68,34,74.084,0.915,63233.0,79.48,53,56,59,61,62,64,65,66,67,69,70,71,72,73,74,75,77,78,81
"Jan 01, 2022 - Dec 31, 2022",All Vehicles - StL All Vehicles Volume,,San Gabriel River Freeway / 45319,0.635,yes,154,no,1: Weekday (M-Th),0: All Day (12am-12am),101658,67,34,74.084,0.906,64533.7,90.24,52,56,58,60,62,63,64,66,67,68,69,70,71,72,73,75,76,78,80
"Jan 01, 2022 - Dec 31, 2022",All Vehicles - StL All Vehicles Volume,,San Gabriel River Freeway / 45319,0.635,yes,154,no,2: Weekend (Sa-Su),0: All Day (12am-12am),88649,69,33,74.084,0.936,56275.4,51.97,55,58,61,62,64,65,67,68,69,70,71,72,73,74,75,76,78,80,82
"Jan 01, 2022 - Dec 31, 2022",All Vehicles - StL All Vehicles Volume,,San Gabriel River Freeway / 45330,0.63,yes,343,no,0: All Days (M-Su),0: All Day (12am-12am),106426,66,34,73.864,0.893,67044.9,108.84,50,54,56,58,60,62,63,64,66,67,68,69,71,72,73,75,76,78,81
"Jan 01, 2022 - Dec 31, 2022",All Vehicles - StL All Vehicles Volume,,San Gabriel River Freeway / 45330,0.63,yes,343,no,1: Weekday (M-Th),0: All Day (12am-12am),108774,65,35,73.864,0.887,68523.7,118.62,49,53,56,58,60,61,63,64,65,67,68,69,70,71,73,74,76,78,80
"Jan 01, 2022 - Dec 31, 2022",All Vehicles - StL All Vehicles Volume,,San Gabriel River Freeway / 45330,0.63,yes,343,no,2: Weekend (Sa-Su),0: All Day (12am-12am),94921,67,34,73.864,0.913,59796.8,77.37,52,56,58,60,61,63,64,66,67,68,69,71,72,73,74,76,77,79,81
"Jan 01, 2022 - Dec 31, 2022",All Vehicles - StL All Vehicles Volume,,San Gabriel River Freeway / 45614,0.715,yes,350,no,0: All Days (M-Su),0: All Day (12am-12am),22188,56,46,59.852,0.928,15874.1,20.51,45,47,49,50,51,52,53,54,55,55,56,57,58,59,60,61,63,64,67
"Jan 01, 2022 - Dec 31, 2022",All Vehicles - StL All Vehicles Volume,,San Gabriel River Freeway / 45614,0.715,yes,350,no,1: Weekday (M-Th),0: All Day (12am-12am),22818,56,46,59.852,0.93,16324.5,20.64,45,47,49,50,51,52,53,54,55,55,56,57,58,59,60,61,63,65,67
"Jan 01, 2022 - Dec 31, 2022",All Vehicles - StL All Vehicles Volume,,San Gabriel River Freeway / 45614,0.715,yes,350,no,2: Weekend (Sa-Su),0: All Day (12am-12am),19425,55,46,59.852,0.926,13896.9,18.44,45,47,49,50,51,52,53,54,54,55,56,57,58,59,60,61,62,64,67
"Jan 01, 2022 - Dec 31, 2022",All Vehicles - StL All Vehicles Volume,,San Gabriel River Freeway / 45632,0.386,yes,40,no,0: All Days (M-Su),0: All Day (12am-12am),115154,59,24,71.838,0.819,44411.2,136.47,22,29,38,46,52,55,58,61,62,64,66,67,68,70,71,72,74,76,78
"Jan 01, 2022 - Dec 31, 2022",All Vehicles - StL All Vehicles Volume,,San Gabriel River Freeway / 45632,0.386,yes,40,no,1: Weekday (M-Th),0: All Day (12am-12am),112475,55,25,71.838,0.765,43378.3,185.13,19,25,30,36,43,48,52,55,58,60,62,64,66,68,69,71,72,74,77
"Jan 01, 2022 - Dec 31, 2022",All Vehicles - StL All Vehicles Volume,,San Gabriel River Freeway / 45632,0.386,yes,40,no,2: Weekend (Sa-Su),0: All Day (12am-12am),114177,67,21,71.838,0.934,44034.6,43.41,51,56,59,61,63,64,65,67,68,69,70,71,72,73,74,75,76,78,80
"Jan 01, 2022 - Dec 31, 2022",All Vehicles - StL All Vehicles Volume,,San Gabriel River Freeway / 45710,0.946,yes,178,no,0: All Days (M-Su),0: All Day (12am-12am),94440,70,49,75.641,0.928,89356.5,91.97,55,59,61,63,65,67,68,69,70,71,72,73,74,75,76,78,79,81,83
"Jan 01, 2022 - Dec 31, 2022",All Vehicles - StL All Vehicles Volume,,San Gabriel River Freeway / 45710,0.946,yes,178,no,1: Weekday (M-Th),0: All Day (12am-12am),97082,69,49,75.641,0.916,91856.3,111.42,53,57,60,62,64,66,67,68,69,70,71,73,74,75,76,77,78,80,83
"Jan 01, 2022 - Dec 31, 2022",All Vehicles - StL All Vehicles Volume,,San Gabriel River Freeway / 45710,0.946,yes,178,no,2: Weekend (Sa-Su),0: All Day (12am-12am),82181,72,47,75.641,0.954,77757.8,49.61,58,62,64,66,67,69,70,71,72,73,74,75,76,77,78,79,80,82,84
"Jan 01, 2022 - Dec 31, 2022",All Vehicles - StL All Vehicles Volume,,San Gabriel River Freeway / 45717,0.604,yes,163,no,0: All Days (M-Su),0: All Day (12am-12am),108825,68,32,75.161,0.901,65699.7,95.57,52,56,58,60,62,63,65,66,67,69,70,71,72,73,75,76,77,79,82
"Jan 01, 2022 - Dec 31, 2022",All Vehicles - StL All Vehicles Volume,,San Gabriel River Freeway / 45717,0.604,yes,163,no,1: Weekday (M-Th),0: All Day (12am-12am),109323,68,32,75.161,0.9,66000.5,97.96,53,56,58,60,62,63,65,66,67,68,70,71,72,73,74,76,77,79,81
"Jan 01, 2022 - Dec 31, 2022",All Vehicles - StL All Vehicles Volume,,San Gabriel River Freeway / 45717,0.604,yes,163,no,2: Weekend (Sa-Su),0: All Day (12am-12am),100598,68,32,75.161,0.91,60732.9,80.11,52,56,59,61,62,64,66,67,68,70,71,72,73,74,76,77,78,80,83
"Jan 01, 2022 - Dec 31, 2022",All Vehicles - StL All Vehicles Volume,,San Gabriel River Freeway / 45874,0.434,yes,357,no,0: All Days (M-Su),0: All Day (12am-12am),118606,65,24,71.653,0.901,51524.0,78.67,49,52,55,57,58,60,61,62,64,65,66,67,69,70,72,73,75,77,80
"Jan 01, 2022 - Dec 31, 2022",All Vehicles - StL All Vehicles Volume,,San Gabriel River Freeway / 45874,0.434,yes,357,no,1: Weekday (M-Th),0: All Day (12am-12am),120549,63,25,71.653,0.885,52368.1,95.12,47,51,53,55,57,58,60,61,62,64,65,66,68,69,71,72,74,76,79
"Jan 01, 2022 - Dec 31, 2022",All Vehicles - StL All Vehicles Volume,,San Gabriel River Freeway / 45874,0.434,yes,357,no,2: Weekend (Sa-Su),0: All Day (12am-12am),108263,67,23,71.653,0.94,47030.6,42.18,54,57,58,60,61,63,64,65,66,67,68,70,71,72,73,75,76,78,81
"Jan 01, 2022 - Dec 31, 2022",All Vehicles - StL All Vehicles Volume,,San Gabriel River Freeway / 46180,0.491,yes,24,no,0: All Days (M-Su),0: All Day (12am-12am),66575,70,25,74.448,0.937,32711.2,29.62,56,60,62,64,65,67,68,69,70,71,72,73,74,75,76,77,78,80,82
"Jan 01, 2022 - Dec 31, 2022",All Vehicles - StL All Vehicles Volume,,San Gabriel River Freeway / 46180,0.491,yes,24,no,1: Weekday (M-Th),0: All Day (12am-12am),69275,69,26,74.448,0.921,34037.9,39.38,52,58,61,63,64,66,67,68,69,70,71,72,73,74,75,77,78,80,82
"Jan 01, 2022 - Dec 31, 2022",All Vehicles - StL All Vehicles Volume,,San Gabriel River Freeway / 46180,0.491,yes,24,no,2: Weekend (Sa-Su),0: All Day (12am-12am),56734,72,25,74.448,0.966,27875.8,13.05,60,63,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,81,83
"Jan 01, 2022 - Dec 31, 2022",All Vehicles - StL All Vehicles Volume,,San Gabriel River Freeway / 46280,0.612,yes,16,no,0: All Days (M-Su),0: All Day (12am-12am),76877,70,31,74.559,0.94,47060.1,40.51,57,60,62,64,65,66,67,68,69,70,71,72,73,74,76,77,78,80,82
"Jan 01, 2022 - Dec 31, 2022",All Vehicles - StL All Vehicles Volume,,San Gabriel River Freeway / 46280,0.612,yes,16,no,1: Weekday (M-Th),0: All Day (12am-12am),80155,69,32,74.559,0.93,49066.6,49.65,56,59,61,63,64,65,67,68,69,70,71,72,73,74,75,76,78,80,82
"Jan 01, 2022 - Dec 31, 2022",All Vehicles - StL All Vehicles Volume,,San Gabriel River Freeway / 46280,0.612,yes,16,no,2: Weekend (Sa-Su),0: All Day (12am-12am),65211,72,31,74.559,0.962,39918.6,21.42,60,62,64,66,67,68,69,70,71,72,73,74,75,75,77,78,79,81,83
"Jan 01, 2022 - Dec 31, 2022",All Vehicles - StL All Vehicles Volume,,San Gabriel River Freeway / 46288,0.478,yes,23,no,0: All Days (M-Su),0: All Day (12am-12am),18200,62,28,66.137,0.933,8702.31,9.49,51,53,55,56,57,58,59,60,61,62,62,63,64,65,66,67,69,71,73
"Jan 01, 2022 - Dec 31, 2022",All Vehicles - StL All Vehicles Volume,,San Gabriel River Freeway / 46288,0.478,yes,23,no,1: Weekday (M-Th),0: All Day (12am-12am),18867,62,28,66.137,0.935,9020.87,9.52,50,53,55,56,57,58,59,60,61,62,63,63,64,65,66,68,69,71,74
"Jan 01, 2022 - Dec 31, 2022",All Vehicles - StL All Vehicles Volume,,San Gabriel River Freeway / 46288,0.478,yes,23,no,2: Weekend (Sa-Su),0: All Day (12am-12am),15594,61,28,66.137,0.93,7456.2,8.55,51,53,55,56,57,58,59,60,60,61,62,63,64,65,66,67,69,70,73
"Jan 01, 2022 - Dec 31, 2022",All Vehicles - StL All Vehicles Volume,,San Gabriel River Freeway / 60501,0.591,yes,16,no,0: All Days (M-Su),0: All Day (12am-12am),84873,68,31,72.213,0.938,50174.2,46.03,52,56,58,60,62,64,65,66,68,69,70,71,72,73,74,75,77,78,81
"Jan 01, 2022 - Dec 31, 2022",All Vehicles - StL All Vehicles Volume,,San Gabriel River Freeway / 60501,0.591,yes,16,no,1: Weekday (M-Th),0: All Day (12am-12am),83831,67,32,72.213,0.926,49558.1,54.63,51,55,57,59,61,63,64,65,67,68,69,70,71,72,73,75,76,78,80
"Jan 01, 2022 - Dec 31, 2022",All Vehicles - StL All Vehicles Volume,,San Gabriel River Freeway / 60501,0.591,yes,16,no,2: Weekend (Sa-Su),0: All Day (12am-12am),81999,70,31,72.213,0.965,48475.4,24.53,56,59,61,63,64,66,67,68,69,70,71,72,73,74,75,77,78,80,82
"Jan 01, 2022 - Dec 31, 2022",All Vehicles - StL All Vehicles Volume,,San Gabriel River Freeway / 61183,0.17,yes,214,no,0: All Days (M-Su),0: All Day (12am-12am),51040,64,10,69.622,0.921,8682.42,10.66,53,55,57,59,60,61,62,63,64,64,65,66,67,68,69,70,71,73,75
"Jan 01, 2022 - Dec 31, 2022",All Vehicles - StL All Vehicles Volume,,San Gabriel River Freeway / 61183,0.17,yes,214,no,1: Weekday (M-Th),0: All Day (12am-12am),52016,64,10,69.622,0.915,8848.51,11.76,52,55,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,73,75
"Jan 01, 2022 - Dec 31, 2022",All Vehicles - StL All Vehicles Volume,,San Gabriel River Freeway / 61183,0.17,yes,214,no,2: Weekend (Sa-Su),0: All Day (12am-12am),46353,65,9,69.622,0.935,7885.03,7.87,55,57,58,60,61,62,63,64,64,65,66,67,68,69,70,71,72,74,76
"Jan 01, 2022 - Dec 31, 2022",All Vehicles - StL All Vehicles Volume,,San Gabriel River Freeway / 61309,0.837,yes,357,no,0: All Days (M-Su),0: All Day (12am-12am),69395,66,46,71.244,0.92,58111.4,70.59,49,53,56,58,60,62,63,64,66,67,68,69,70,71,73,74,75,77,79
"Jan 01, 2022 - Dec 31, 2022",All Vehicles - StL All Vehicles Volume,,San Gabriel River Freeway / 61309,0.837,yes,357,no,1: Weekday (M-Th),0: All Day (12am-12am),68287,65,46,71.244,0.91,57182.9,79.0,48,52,55,57,59,60,62,63,65,66,67,68,69,71,72,73,75,76,79
"Jan 01, 2022 - Dec 31, 2022",All Vehicles - StL All Vehicles Volume,,San Gabriel River Freeway / 61309,0.837,yes,357,no,2: Weekend (Sa-Su),0: All Day (12am-12am),67317,67,45,71.244,0.946,56371.3,45.25,52,56,59,61,62,64,65,66,68,69,70,71,72,73,74,75,77,78,81
"Jan 01, 2022 - Dec 31, 2022",All Vehicles - StL All Vehicles Volume,,San Gabriel River Freeway / 61768,0.101,yes,211,no,0: All Days (M-Su),0: All Day (12am-12am),6015,55,7,61.187,0.897,609.74,1.14,42,45,48,49,50,52,52,53,54,55,56,57,58,59,60,61,63,64,67
"Jan 01, 2022 - Dec 31, 2022",All Vehicles - StL All Vehicles Volume,,San Gabriel River Freeway / 61768,0.101,yes,211,no,1: Weekday (M-Th),0: All Day (12am-12am),6446,55,7,61.187,0.894,653.41,1.26,42,45,47,49,50,51,52,53,54,55,56,57,58,59,60,61,62,64,67
"Jan 01, 2022 - Dec 31, 2022",All Vehicles - StL All Vehicles Volume,,San Gabriel River Freeway / 61768,0.101,yes,211,no,2: Weekend (Sa-Su),0: All Day (12am-12am),4650,55,7,61.187,0.906,471.31,0.8,43,46,48,50,51,52,53,54,55,56,57,57,58,59,60,62,63,65,68
"Jan 01, 2022 - Dec 31, 2022",All Vehicles - StL All Vehicles Volume,,San Gabriel River Freeway / 62264,0.774,yes,171,no,0: All Days (M-Su),0: All Day (12am-12am),73942,64,43,71.703,0.896,57264.4,92.45,44,51,55,57,59,61,63,64,65,66,67,69,70,71,72,73,75,76,79
"Jan 01, 2022 - Dec 31, 2022",All Vehicles - StL All Vehicles Volume,,San Gabriel River Freeway / 62264,0.774,yes,171,no,1: Weekday (M-Th),0: All Day (12am-12am),73500,63,45,71.703,0.874,56922.5,114.75,35,48,52,55,57,59,61,63,64,65,66,68,69,70,71,72,74,76,78
"Jan 01, 2022 - Dec 31, 2022",All Vehicles - StL All Vehicles Volume,,San Gabriel River Freeway / 62264,0.774,yes,171,no,2: Weekend (Sa-Su),0: All Day (12am-12am),70965,67,41,71.703,0.94,54959.3,48.53,53,57,59,61,63,64,65,66,67,68,69,70,71,72,73,74,76,78,80
"Jan 01, 2022 - Dec 31, 2022",All Vehicles - StL All Vehicles Volume,,San Gabriel River Freeway / 62521,0.261,yes,25,no,0: All Days (M-Su),0: All Day (12am-12am),119777,54,17,70.032,0.774,31266.7,130.32,20,28,35,40,44,48,51,53,55,57,59,61,63,65,67,69,71,73,77
"Jan 01, 2022 - Dec 31, 2022",All Vehicles - StL All Vehicles Volume,,San Gabriel River Freeway / 62521,0.261,yes,25,no,1: Weekday (M-Th),0: All Day (12am-12am),123888,53,18,70.032,0.754,32339.8,150.59,21,28,34,38,42,46,49,51,53,55,57,59,61,63,65,67,70,72,75
"Jan 01, 2022 - Dec 31, 2022",All Vehicles - StL All Vehicles Volume,,San Gabriel River Freeway / 62521,0.261,yes,25,no,2: Weekend (Sa-Su),0: All Day (12am-12am),101836,58,16,70.032,0.835,26583.5,75.18,22,33,41,47,51,54,57,59,61,62,64,65,67,69,70,72,74,76,78
"Jan 01, 2022 - Dec 31, 2022",All Vehicles - StL All Vehicles Volume,,San Gabriel River Freeway / 62623,0.414,yes,201,no,0: All Days (M-Su),0: All Day (12am-12am),133406,59,25,69.864,0.848,55211.0,142.05,30,41,47,50,52,54,56,58,60,61,63,64,66,67,69,71,73,75,78
"Jan 01, 2022 - Dec 31, 2022",All Vehicles - StL All Vehicles Volume,,San Gabriel River Freeway / 62623,0.414,yes,201,no,1: Weekday (M-Th),0: All Day (12am-12am),137142,57,26,69.864,0.819,56757.1,179.44,26,36,43,47,50,52,54,56,58,59,61,63,64,66,68,70,72,74,77
"Jan 01, 2022 - Dec 31, 2022",All Vehicles - StL All Vehicles Volume,,San Gabriel River Freeway / 62623,0.414,yes,201,no,2: Weekend (Sa-Su),0: All Day (12am-12am),116262,63,24,69.864,0.907,48115.9,70.28,46,51,53,55,57,59,60,61,63,64,66,67,68,70,71,73,75,77,79
"Jan 01, 2022 - Dec 31, 2022",All Vehicles - StL All Vehicles Volume,,San Gabriel River Freeway / 62770,0.854,yes,195,no,0: All Days (M-Su),0: All Day (12am-12am),87986,66,46,73.952,0.896,75182.1,118.26,46,53,57,59,61,63,65,66,67,68,69,70,71,73,74,75,76,78,81
"Jan 01, 2022 - Dec 31, 2022",All Vehicles - StL All Vehicles Volume,,San Gabriel River Freeway / 62770,0.854,yes,195,no,1: Weekday (M-Th),0: All Day (12am-12am),88108,65,47,73.952,0.879,75286.1,140.17,41,51,55,58,60,62,63,65,66,67,68,70,71,72,73,74,76,77,80
"Jan 01, 2022 - Dec 31, 2022",All Vehicles - StL All Vehicles Volume,,San Gabriel River Freeway / 62770,0.854,yes,195,no,2: Weekend (Sa-Su),0: All Day (12am-12am),82635,69,45,73.952,0.927,70609.1,74.88,53,58,60,62,64,66,67,68,69,70,71,72,73,74,75,76,78,79,82
"Jan 01, 2022 - Dec 31, 2022",All Vehicles - StL All Vehicles Volume,,San Gabriel River Freeway / 657307,0.252,yes,23,no,0: All Days (M-Su),0: All Day (12am-12am),89468,51,18,70.884,0.72,22558.8,123.56,22,27,31,34,37,40,43,46,49,52,55,58,61,63,66,68,71,74,78
"Jan 01, 2022 - Dec 31, 2022",All Vehicles - StL All Vehicles Volume,,San Gabriel River Freeway / 657307,0.252,yes,23,no,1: Weekday (M-Th),0: All Day (12am-12am),87218,48,19,70.884,0.672,21991.6,151.56,20,25,28,31,34,36,39,41,44,47,50,53,56,59,62,65,68,71,76
"Jan 01, 2022 - Dec 31, 2022",All Vehicles - StL All Vehicles Volume,,San Gabriel River Freeway / 657307,0.252,yes,23,no,2: Weekend (Sa-Su),0: All Day (12am-12am),89189,58,16,70.884,0.821,22488.5,68.94,29,34,39,43,47,51,54,57,59,61,63,65,67,69,71,73,75,77,80
"Jan 01, 2022 - Dec 31, 2022",All Vehicles - StL All Vehicles Volume,,San Gabriel River Freeway / 657856,0.545,yes,182,no,0: All Days (M-Su),0: All Day (12am-12am),88932,70,28,74.97,0.929,48431.6,49.54,55,58,61,63,64,66,67,68,69,70,72,73,74,75,76,77,78,80,82
"Jan 01, 2022 - Dec 31, 2022",All Vehicles - StL All Vehicles Volume,,San Gabriel River Freeway / 657856,0.545,yes,182,no,1: Weekday (M-Th),0: All Day (12am-12am),89256,69,28,74.97,0.918,48608.1,57.83,54,57,60,62,63,65,66,67,69,70,71,72,73,74,75,76,78,80,82
"Jan 01, 2022 - Dec 31, 2022",All Vehicles - StL All Vehicles Volume,,San Gabriel River Freeway / 657856,0.545,yes,182,no,2: Weekend (Sa-Su),0: All Day (12am-12am),83221,71,27,74.97,0.953,45321.4,29.57,58,61,63,65,66,68,69,70,71,72,73,74,75,76,77,78,80,81,84
"Jan 01, 2022 - Dec 31, 2022",All Vehicles - StL All Vehicles Volume,,San Gabriel River Freeway / 658461,0.14,yes,155,no,0: All Days (M-Su),0: All Day (12am-12am),97833,68,7,74.822,0.913,13729.2,17.44,52,56,59,61,63,65,66,67,68,69,70,71,72,73,75,76,77,79,81
"Jan 01, 2022 - Dec 31, 2022",All Vehicles - StL All Vehicles Volume,,San Gabriel River Freeway / 658461,0.14,yes,155,no,1: Weekday (M-Th),0: All Day (12am-12am),99778,68,7,74.822,0.902,14002.2,20.23,51,55,58,60,62,64,65,66,68,69,70,71,72,73,74,75,77,78,81
"Jan 01, 2022 - Dec 31, 2022",All Vehicles - StL All Vehicles Volume,,San Gabriel River Freeway / 658461,0.14,yes,155,no,2: Weekend (Sa-Su),0: All Day (12am-12am),87210,70,7,74.822,0.938,12238.4,10.88,55,59,61,64,65,67,68,69,70,71,72,73,74,75,76,77,79,80,83
"Jan 01, 2022 - Dec 31, 2022",All Vehicles - StL All Vehicles Volume,,San Gabriel River Freeway / 658464,0.316,yes,342,no,0: All Days (M-Su),0: All Day (12am-12am),86224,68,17,75.114,0.903,27226.8,38.98,48,56,59,61,63,65,66,67,68,69,71,72,73,74,75,76,78,79,82
"Jan 01, 2022 - Dec 31, 2022",All Vehicles - StL All Vehicles Volume,,San Gabriel River Freeway / 658464,0.316,yes,342,no,1: Weekday (M-Th),0: All Day (12am-12am),89168,66,17,75.114,0.884,28156.4,48.99,40,53,57,60,62,63,65,66,67,69,70,71,72,73,74,76,77,79,81
"Jan 01, 2022 - Dec 31, 2022",All Vehicles - StL All Vehicles Volume,,San Gabriel River Freeway / 658464,0.316,yes,342,no,2: Weekend (Sa-Su),0: All Day (12am-12am),74979,71,16,75.114,0.944,23675.9,18.64,59,61,63,65,66,67,68,69,70,71,72,73,74,75,76,77,79,80,82
"Jan 01, 2022 - Dec 31, 2022",All Vehicles - StL All Vehicles Volume,,San Gabriel River Freeway / 671381,0.509,yes,203,no,0: All Days (M-Su),0: All Day (12am-12am),98343,48,38,71.809,0.668,50020.3,346.48,17,21,25,28,31,34,37,41,45,49,52,56,59,62,65,68,71,74,78
"Jan 01, 2022 - Dec 31, 2022",All Vehicles - StL All Vehicles Volume,,San Gabriel River Freeway / 671381,0.509,yes,203,no,1: Weekday (M-Th),0: All Day (12am-12am),96595,44,41,71.809,0.618,49131.0,422.74,16,20,23,25,28,31,33,36,39,43,46,50,53,57,60,64,68,72,76
"Jan 01, 2022 - Dec 31, 2022",All Vehicles - StL All Vehicles Volume,,San Gabriel River Freeway / 671381,0.509,yes,203,no,2: Weekend (Sa-Su),0: All Day (12am-12am),96937,55,33,71.809,0.77,49305.3,205.53,22,27,32,36,41,45,50,54,57,59,62,64,66,68,70,72,74,77,80
"Jan 01, 2022 - Dec 31, 2022",All Vehicles - StL All Vehicles Volume,,San Gabriel River Freeway / 671965,0.516,yes,357,no,0: All Days (M-Su),0: All Day (12am-12am),88988,67,28,73.823,0.907,45882.9,63.39,49,54,57,60,62,63,65,66,67,69,70,71,72,73,75,76,77,79,82
"Jan 01, 2022 - Dec 31, 2022",All Vehicles - StL All Vehicles Volume,,San Gabriel River Freeway / 671965,0.516,yes,357,no,1: Weekday (M-Th),0: All Day (12am-12am),89766,65,28,73.823,0.884,46283.9,82.31,44,52,55,58,60,61,63,65,66,67,69,70,71,72,74,75,77,78,81
"Jan 01, 2022 - Dec 31, 2022",All Vehicles - StL All Vehicles Volume,,San Gabriel River Freeway / 671965,0.516,yes,357,no,2: Weekend (Sa-Su),0: All Day (12am-12am),82191,70,26,73.823,0.954,42378.0,27.38,57,60,62,64,65,67,68,69,70,71,72,73,74,75,76,78,79,81,83
"Jan 01, 2022 - Dec 31, 2022",All Vehicles - StL All Vehicles Volume,,San Gabriel River Freeway / 671970,0.499,yes,2,no,0: All Days (M-Su),0: All Day (12am-12am),72069,60,30,72.97,0.819,35975.2,108.7,12,24,41,50,54,58,60,62,64,66,67,69,70,71,73,74,76,78,81
"Jan 01, 2022 - Dec 31, 2022",All Vehicles - StL All Vehicles Volume,,San Gabriel River Freeway / 671970,0.499,yes,2,no,1: Weekday (M-Th),0: All Day (12am-12am),71300,56,32,72.97,0.765,35591.3,149.44,10,15,27,39,47,52,55,58,61,63,65,66,68,70,71,73,75,77,80
"Jan 01, 2022 - Dec 31, 2022",All Vehicles - StL All Vehicles Volume,,San Gabriel River Freeway / 671970,0.499,yes,2,no,2: Weekend (Sa-Su),0: All Day (12am-12am),69436,67,27,72.97,0.923,34660.6,39.43,45,56,59,61,63,65,66,67,68,70,71,72,73,74,75,76,78,80,82
"Jan 01, 2022 - Dec 31, 2022",All Vehicles - StL All Vehicles Volume,,San Gabriel River Freeway / 672556,0.307,yes,155,no,0: All Days (M-Su),0: All Day (12am-12am),85976,70,16,75.308,0.933,26413.6,25.11,58,61,63,65,66,67,68,69,70,71,71,72,73,74,75,76,78,79,81
"Jan 01, 2022 - Dec 31, 2022",All Vehicles - StL All Vehicles Volume,,San Gabriel River Freeway / 672556,0.307,yes,155,no,1: Weekday (M-Th),0: All Day (12am-12am),88539,70,16,75.308,0.924,27200.9,29.78,57,60,62,64,65,66,67,68,69,70,71,72,73,74,75,76,77,79,81
"Jan 01, 2022 - Dec 31, 2022",All Vehicles - StL All Vehicles Volume,,San Gabriel River Freeway / 672556,0.307,yes,155,no,2: Weekend (Sa-Su),0: All Day (12am-12am),74578,72,15,75.308,0.955,22911.9,14.24,61,63,65,66,68,69,70,70,71,72,73,74,75,75,76,78,79,80,83
"Jan 01, 2022 - Dec 31, 2022",All Vehicles - StL All Vehicles Volume,,San Gabriel River Freeway / 673791,0.775,yes,199,no,0: All Days (M-Su),0: All Day (12am-12am),123383,59,47,71.985,0.817,95631.3,298.42,25,35,43,49,52,55,57,59,61,63,64,65,67,68,69,71,73,75,77
"Jan 01, 2022 - Dec 31, 2022",All Vehicles - StL All Vehicles Volume,,San Gabriel River Freeway / 673791,0.775,yes,199,no,1: Weekday (M-Th),0: All Day (12am-12am),123448,56,49,71.985,0.784,95681.7,366.3,23,32,39,45,49,52,54,56,58,60,62,63,65,66,68,69,71,73,76
"Jan 01, 2022 - Dec 31, 2022",All Vehicles - StL All Vehicles Volume,,San Gabriel River Freeway / 673791,0.775,yes,199,no,2: Weekend (Sa-Su),0: All Day (12am-12am),116523,64,43,71.985,0.895,90314.9,146.76,41,52,56,58,60,62,63,64,65,66,67,69,70,71,72,73,75,76,79
"Jan 01, 2022 - Dec 31, 2022",All Vehicles - StL All Vehicles Volume,,San Gabriel River Freeway / 682535,0.339,yes,205,no,0: All Days (M-Su),0: All Day (12am-12am),115878,61,20,72.954,0.842,39284.2,101.12,28,40,49,53,56,58,60,61,63,64,66,67,69,70,72,73,75,77,80
"Jan 01, 2022 - Dec 31, 2022",All Vehicles - StL All Vehicles Volume,,San Gabriel River Freeway / 682535,0.339,yes,205,no,1: Weekday (M-Th),0: All Day (12am-12am),115367,59,21,72.954,0.812,39111.0,124.43,25,34,44,49,53,55,57,59,61,62,64,66,67,69,70,72,74,76,79
"Jan 01, 2022 - Dec 31, 2022",All Vehicles - StL All Vehicles Volume,,San Gabriel River Freeway / 682535,0.339,yes,205,no,2: Weekend (Sa-Su),0: All Day (12am-12am),110378,66,18,72.954,0.906,37419.6,53.47,46,54,57,59,61,62,64,65,66,68,69,70,71,72,74,75,77,78,81
